Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M
-0.5963761767686192,-0.41501027768460225,-1.0374564392583223,-0.5213101401570771,-0.49260667447313344,-0.7419156671462233,-0.6185015983116718,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-1.5013197162758618,-1.3510500003138444,-1.3582991494671608,-1.271759739811255,-0.947553476989644,-1.2616157656823106,-1.1826178108122385,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.09870287688302552,0.29361952180841827,-0.04504428916527459,-0.4864433093439875,-0.3813572655960248,-0.3183988190490059,-0.3123542556495095,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.5509329775549181,-0.4334570956589958,-0.41842992718058325,-0.591778971147343,-0.7340327872421967,-0.7208110021275721,-0.579331462253547,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-1.5735370143021001,-1.3659178109290344,-1.4054927109875417,-1.0512333281278368,-1.1164324404647141,-1.1344849668826509,-1.3884357577556494,-0.6748338290750633,1.45345059390131,-0.7594876181042093
-0.8289190040996417,-0.9392143434465136,-1.0139927053060818,-0.965179445765377,-0.886301826801086,-0.9442910498101503,-0.9091739285695973,-0.6748338290750633,1.45345059390131,-0.7594876181042093
0.06876446463154513,-0.05544965600834518,0.248647608691157,-0.028740776005398667,-0.594122975196465,-0.4714253293618824,0.5795949168533481,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.06542390862391217,0.08436279983670485,-0.34029119925231743,-0.10718754271023814,-0.2669291407463851,-0.37509558322287906,0.27600259301308416,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.35405966659321203,-0.5001635286163909,-0.3676644244334149,-0.661042013548852,-0.6629646734927515,-0.5549202419167294,-0.44941757233197444,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.23432531197526174,0.44897940403866515,0.25082918709051266,0.2715130432496286,-0.3457978443272485,-0.19047285880761125,0.6603867325872103,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.07185259306406562,-0.13568280473254254,-0.0010172478097116842,-0.4499029621280408,-0.6389418869814588,-0.3961629667400797,-0.1060147735038179,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.6377974219508662,-0.6167310449288806,-0.5954820960594334,-0.8990950924737491,-0.9031430808765731,-0.6582550295323013,-0.5474729978770393,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-0.298657157953744,-0.38307241665260755,-0.18023868848372393,-0.5144676674713853,-0.6526949318369684,-0.7507469949687612,-0.40582510924986887,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.14557245110350794,0.05423365173201222,0.15956088240595118,-0.24251408224275686,-0.3360060656066961,-0.2889963348006633,-0.22351027876009227,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.49869977713867064,-0.43574081126926645,-0.9865464263253232,-0.6358564042599811,-0.9135204883787541,-0.7858345570254575,-0.23173840629820067,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.10148886866116873,-0.12337833358676306,-0.24213415524285475,-0.4366374465054346,-0.4738319068257566,-0.4387391234119168,-0.20735912031944675,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-1.450236737506305,-1.2031700923348974,-1.2822180621905912,-1.0044661292844872,-1.2872481334122972,-1.3286490533999424,-0.874233275704158,-0.6748338290750633,1.45345059390131,-0.7594876181042093
-0.7631033801734369,-0.7574821517654788,-1.0476880184393995,-0.665472430163142,-0.8611925087735294,-0.8846888862186302,-0.7229815179676606,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-1.2194541826271796,-0.9789636952750671,-1.3170512124069405,-1.2744169728707424,-1.07133063191858,-1.282039107803754,-0.9135969939556268,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-0.5995827204859367,-0.9045841741248614,-0.896622785790971,-0.7870758473862826,-0.8559795049628147,-1.2206099075029075,-0.835679725953191,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-1.4925941163567042,-1.1907198835990922,-1.0741551715272366,-1.3439532359443593,-1.2436253175935998,-1.1731786997782898,-1.2811611114218344,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-1.36467139848318,-1.2483646235590842,-0.89768664411524,-1.282053070760215,-1.1338145503474049,-1.3770333292090908,-1.152226832901051,-0.6748338290750633,1.45345059390131,-0.7594876181042093
0.3523347835161717,0.27828465177910205,0.5883282318163849,0.29499779137336474,0.17173935667217807,0.1925668716832861,0.19582944686635947,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.18560167095385302,0.12525909293692056,-0.3223809678682455,-0.07507712226736825,-0.0394823556109318,0.18381002724151982,-0.102445692260826,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.7717945522734735,0.6015840679476229,0.5763546860351497,0.8342045696956211,0.7360620501603599,1.3050831199409594,0.34784322296058795,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.15237989133512392,0.3796646036302651,-0.05750137818279579,0.1317810899662094,0.08551215185019283,0.1408337439939055,0.49760573189457935,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.49670546898389367,0.27880068246840456,1.1806223815251748,0.32692842969984925,0.20567377576713747,0.7262407361507306,0.3188720835384097,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.6453082736389877,0.2823781731928371,-0.01598944575162994,0.27737794216994555,-0.0014128595389362958,0.33933188876550147,0.17874320773588234,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.7838907266061342,0.5899259915299095,0.9857363559010626,0.4026085567005962,0.12924878781814375,0.27681793024318146,0.5195292317025323,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.388066082770767,0.24225265787281308,-0.0009180635050707223,0.06290370827353231,0.21112890242456786,0.28945471230708775,-0.2961631513106101,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.4595948519250905,0.596872465403899,0.5776904602352887,0.2673103291734139,-0.04529679856618359,0.5675126777362882,0.681039966619426,-0.6748338290750633,-0.6880178825451705,1.31667715992019
1.3972040577070075,1.5625879361529054,0.7978834143839628,1.5660357231097464,1.1308591475001695,0.9357038411644353,1.5715268335186228,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
1.1853501845683008,1.2507228255529153,0.6639170218568603,1.1211284921676856,1.0587183722999691,1.4285277844036037,0.8365660992517895,-0.6748338290750633,-0.6880178825451705,1.31667715992019
1.1983154159548273,1.492591524883095,0.7750521888492127,2.087165568037135,2.0267372872678684,1.8454666760982237,1.574625042723992,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
1.6286769233136043,1.4223106254079572,1.230480328898859,1.7964115129713998,1.294700082984435,2.224600270884123,1.8384030918067857,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.5296947035105646,-0.6257563665158992,-0.7573059900347879,-0.6363048001058476,-0.5312754775148087,-0.37862320911123376,-0.7322685332277636,-0.6748338290750633,-0.6880178825451705,1.31667715992019
0.3139920875784698,0.6526992914832734,0.3080886715522595,0.8681775164922164,0.8153744982640095,1.1411634975331,0.5714292123341056,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-0.6099783505499105,-0.4241119545952118,-0.927204716380476,-0.5638826739057974,-0.46483336744520204,-0.4737128212400686,-0.8747131818677,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
0.3968341907522938,0.2849205946487009,-0.07687539288332394,0.07838893876550493,0.046063279106381964,0.22517340554528956,0.018388320579911046,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
-1.27297699655487,-1.4129427801849832,-1.1693791165585412,-0.9608292069603503,-1.1183147759282979,-0.7286837202167885,-1.1091608294855413,-0.6748338290750633,-0.6880178825451705,1.31667715992019
-0.42546549298916525,-0.6538628519096531,-0.7402500037113428,-0.8343297280709943,-0.7648266770776174,-0.7900457876806493,-0.704008868796005,1.4818462811365198,-0.6880178825451705,-0.7594876181042093
